OTUID,sort,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU439,ct,k__Bacteria,p__unidentified_Bacteria,c__Gammaproteobacteria,o__norank,f__norank,g__norank,s__norank
OTU44,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__norank,s__norank
OTU440,ct,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas_paucimobilis
OTU441,xlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__Methylobacterium_aquaticum
OTU442,ctylhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__norank,s__norank
OTU443,ylxlhl,k__Bacteria,p__unidentified_Bacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__norank,s__norank
OTU444,ctylhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU445,ctyl,k__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CHKCI002,s__Coriobacteriaceae_bacterium_CHKCI002
OTU446,ctxl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__norank
OTU447,mlhl,k__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia_sp_oral_clone_EI013
OTU448,xl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CHKCI001,s__norank
OTU449,ct,k__Bacteria,p__unidentified_Bacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank,g__norank,s__norank
OTU45,ctylmlxlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU450,hl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU451,ctyl,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Dialister,s__Dialister_sp_Marseille-P5638
OTU452,mlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__norank
OTU453,mlhl,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__norank
OTU454,yl,k__Bacteria,p__Firmicutes,c__D8A-2,o__norank,f__norank,g__norank,s__norank
OTU455,ctxl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudorhodoplanes,s__norank
OTU456,yl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU457,hl,k__Bacteria,p__unidentified_Bacteria,c__CPR2,o__norank,f__norank,g__norank,s__norank
OTU459,mlxlhl,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Planctomycetales,f__Rubinisphaeraceae,g__norank,s__norank
OTU46,ctylmlxlhl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__norank,g__norank,s__norank
OTU460,ctylmlxlhl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__ML602J-51,s__norank
OTU461,xl,k__Bacteria,p__Chlamydiae,c__unidentified_Chlamydiae,o__Chlamydiales,f__Parachlamydiaceae,g__norank,s__norank
OTU462,ml,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_sensu_stricto_13,s__Clostridium_estertheticum
OTU463,ctml,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Rhodopirellula,s__norank
OTU464,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU465,ylxl,k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__unidentified_Chloroplast,g__unidentified_Chloroplast,s__norank
OTU466,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU467,mlhl,k__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__67-14,g__norank,s__norank
OTU468,mlhl,k__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__norank
OTU47,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Pedomicrobium,s__norank
OTU470,ml,k__Bacteria,p__Myxococcota,c__bacteriap25,o__norank,f__norank,g__norank,s__norank
OTU471,mlhl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank,s__norank
OTU472,ctxl,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Planctomycetales,f__norank,g__norank,s__norank
OTU473,mlhl,k__Bacteria,p__unidentified_Bacteria,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__norank,s__norank
OTU474,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU475,xl,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__norank
OTU477,ctmlhl,k__Bacteria,p__unidentified_Bacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank,g__norank,s__norank
OTU478,mlxl,k__Bacteria,p__unidentified_Bacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__norank,s__norank
OTU479,mlhl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Frankiaceae,g__Jatrophihabitans,s__norank
OTU48,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Nitratireductor,s__norank
OTU480,ctyl,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__norank,g__norank,s__norank
OTU481,ctylmlxlhl,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SJA-15,f__norank,g__norank,s__norank
OTU482,ctmlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU483,ctml,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SJA-15,f__norank,g__norank,s__norank
OTU484,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU485,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU486,ctxl,k__Bacteria,p__unidentified_Bacteria,c__Bacteroidia,o__Bacteroidales,f__norank,g__norank,s__norank
OTU487,ml,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank,s__norank
OTU488,mlhl,k__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Subgroup_2,f__norank,g__norank,s__norank
OTU489,yl,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__norank,s__norank
OTU49,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Arenimonas,s__norank
OTU490,ml,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Pseudonocardia,s__norank
OTU491,yl,k__Bacteria,p__Firmicutes,c__Clostridia,o__unidentified_Clostridia,f__Ruminococcaceae,g__norank,s__norank
OTU492,ctml,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Planctomycetales,f__Rubinisphaeraceae,g__SH-PL14,s__norank
OTU493,ct,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__norank
OTU494,hl,k__Bacteria,p__unidentified_Bacteria,c__Alphaproteobacteria,o__norank,f__norank,g__norank,s__norank
OTU495,ctml,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU496,hl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Algoriphagus,s__Algoriphagus_aquatilis
OTU497,ml,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__T34,g__norank,s__norank
OTU498,ylxl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__[Eubacterium]_coprostanoligenes_group,g__norank,s__norank
OTU499,yl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__norank,f__norank,g__norank,s__norank
OTU5,ctylmlxlhl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank,s__norank
OTU50,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__unidentified_Rhizobiales,g__Phreatobacter,s__norank
OTU500,mlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__norank,s__norank
OTU501,ctyl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_sensu_stricto_11,s__Clostridium_amazonense
OTU502,ctylmlxl,k__Bacteria,p__unidentified_Bacteria,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__norank,s__norank
OTU503,ctylmlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU504,ctmlxl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus_Competibacter,s__norank
OTU505,yl,k__Bacteria,p__unidentified_Bacteria,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__norank,s__norank
OTU506,ml,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_melaninogenica
OTU507,ml,k__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__norank
OTU508,xl,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__norank
OTU51,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Stenoxybacter,s__norank
OTU510,ct,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Gemmatales,f__Gemmataceae,g__Gemmata,s__norank
OTU511,yl,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Acidaminococcus,s__norank
OTU512,ctylml,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_sensu_stricto_6,s__norank
OTU513,xlhl,k__Bacteria,p__unidentified_Bacteria,c__Vicinamibacteria,o__Vicinamibacterales,f__norank,g__norank,s__norank
OTU515,xlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__Roseomonas_sp
OTU518,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU52,ctylmlxlhl,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SJA-15,f__norank,g__norank,s__norank
OTU520,ctmlxlhl,k__Bacteria,p__Chloroflexi,c__KD4-96,o__norank,f__norank,g__norank,s__norank
OTU521,hl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__norank,f__norank,g__norank,s__norank
OTU522,xl,k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__unidentified_Cyanobacteriia,f__unidentified_Cyanobacteriia,g__Leptolyngbya_ANT.L52.2,s__norank
OTU523,ctmlhl,k__Bacteria,p__unidentified_Bacteria,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__norank,s__norank
OTU524,ylxl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__norank
OTU525,xl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Edaphobaculum,s__norank
OTU526,hl,k__Bacteria,p__Cyanobacteria,c__Vampirivibrionia,o__Gastranaerophilales,f__norank,g__norank,s__norank
OTU528,hl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__EV818SWSAP88,f__norank,g__norank,s__norank
OTU529,ml,k__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Rokubacteriales,f__norank,g__norank,s__norank
OTU53,ylxlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_virus_SPbeta
OTU530,mlxl,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__norank,s__norank
OTU531,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU532,ctmlxl,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Tundrisphaera,s__norank
OTU533,ctxl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__norank
OTU534,ylxl,k__Bacteria,p__Desulfobacterota,c__Desulfobaccia,o__Desulfobaccales,f__Desulfobaccaceae,g__Desulfobacca,s__norank
OTU536,yl,k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__unidentified_Chloroplast,g__unidentified_Chloroplast,s__Tetradesmus_obliquus
OTU537,ct,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Isosphaerales,f__Isosphaeraceae,g__norank,s__norank
OTU538,yl,k__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__norank
OTU539,ctyl,k__Bacteria,p__Desulfobacterota,c__Desulfobaccia,o__Desulfobaccales,f__Desulfobaccaceae,g__Desulfobacca,s__norank
OTU54,ctylmlxlhl,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__norank
OTU540,ct,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Planctomycetales,f__Rubinisphaeraceae,g__norank,s__norank
OTU541,ctylhl,k__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__norank,s__norank
OTU542,yl,k__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae,g__Anaeromyxobacter,s__norank
OTU544,ctyl,k__Bacteria,p__unidentified_Bacteria,c__Babeliae,o__Babeliales,f__UBA12409,g__norank,s__norank
OTU545,ctml,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__Agrobacterium_radiobacter
OTU546,ctml,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU547,ct,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__Candidatus_Alysiosphaera,s__norank
OTU548,ylxl,k__Bacteria,p__Acidobacteriota,c__Holophagae,o__Acanthopleuribacterales,f__Acanthopleuribacteraceae,g__Acanthopleuribacter,s__norank
OTU549,ml,k__Bacteria,p__unidentified_Bacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank,g__norank,s__norank
OTU55,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylocystis,s__norank
OTU550,hl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU551,ctyl,k__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank,g__norank,s__norank
OTU552,cthl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_sensu_stricto_13,s__norank
OTU554,xl,k__norank,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU555,ylml,k__Bacteria,p__Firmicutes,c__Clostridia,o__unidentified_Clostridia,f__Ethanoligenenaceae,g__norank,s__norank
OTU556,ctylhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus_Competibacter,s__norank
OTU557,ylxl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Rheinheimera,s__norank
OTU558,yl,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank,s__norank
OTU56,ctylmlxlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU560,hl,k__Archaea,p__Halobacterota,c__Methanosarcinia,o__Methanosarciniales,f__Methanosaetaceae,g__Methanosaeta,s__norank
OTU561,xl,k__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank,s__norank
OTU563,xl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU566,xl,k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__unidentified_Chloroplast,g__unidentified_Chloroplast,s__Spermatozopsis_exsultans
OTU567,xlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__norank,s__norank
OTU568,mlxl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__norank
OTU57,ctylmlxlhl,k__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__CL500-29_marine_group,s__norank
OTU571,yl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Enhydrobacter,s__Moraxella_osloensis
OTU572,mlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU573,xlhl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Dinghuibacter,s__norank
OTU574,hl,k__Bacteria,p__Actinobacteriota,c__MB-A2-108,o__norank,f__norank,g__norank,s__norank
OTU575,ct,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Planctomycetales,f__norank,g__norank,s__norank
OTU576,ct,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__norank
OTU577,ctyl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__norank,f__norank,g__norank,s__norank
OTU579,yl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Geobacillus,s__Parageobacillus_toebii
OTU58,ctylxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia-Shigella,s__Escherichia_coli
OTU580,hl,k__Bacteria,p__Acidobacteriota,c__Holophagae,o__Subgroup_7,f__norank,g__norank,s__norank
OTU581,cthl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Sutterellaceae,g__AAP99,s__norank
OTU582,xlhl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Dinghuibacter,s__norank
OTU583,yl,k__Bacteria,p__unidentified_Bacteria,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__norank,s__norank
OTU584,ctxl,k__Bacteria,p__Chlamydiae,c__unidentified_Chlamydiae,o__Chlamydiales,f__Parachlamydiaceae,g__Neochlamydia,s__norank
OTU585,ylxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__EV818SWSAP88,f__norank,g__norank,s__norank
OTU587,hl,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pirellula,s\_\_bacterium\_enrichment\_culture\_clone\_B176
OTU588,xl,k__Bacteria,p__unidentified_Bacteria,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__norank,s__norank
OTU589,ct,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__norank
OTU59,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methyloparacoccus,s__norank
OTU590,hl,k__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella_scatoligenes
OTU592,mlxlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Weissella,s__Weissella_jogaejeotgali
OTU593,ylxl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Thiothrix,s__norank
OTU594,hl,k__Bacteria,p__unidentified_Bacteria,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__norank,s__norank
OTU596,xl,k__Bacteria,p__unidentified_Bacteria,c__Alphaproteobacteria,o__Azospirillales,f__norank,g__norank,s__norank
OTU6,ctylmlxlhl,k__Bacteria,p__Spirochaetota,c__Brevinematia,o__Brevinematales,f__Brevinemataceae,g__Brevinema,s__norank
OTU60,ctylmlxlhl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__unidentified_Oscillospirales,g__Hydrogenoanaerobacterium,s__norank
OTU600,xl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_sensu_stricto_7,s__Clostridium_thermopalmarium
OTU601,ml,k__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__norank,g__norank,s__norank
OTU603,ctml,k__Bacteria,p__Modulibacteria,c__Moduliflexia,o__Moduliflexales,f__Moduliflexaceae,g__Candidatus_Moduliflexus,s__norank
OTU604,mlxl,k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__unidentified_Chloroplast,g__unidentified_Chloroplast,s__norank
OTU605,mlhl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank,s__norank
OTU606,yl,k__Bacteria,p__Cyanobacteria,c__Vampirivibrionia,o__Gastranaerophilales,f__norank,g__norank,s__norank
OTU607,yl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Erysipelatoclostridium,s__norank
OTU609,yl,k__Bacteria,p__unidentified_Bacteria,c__Acidobacteriae,o__Acidobacteriales,f__norank,g__norank,s__norank
OTU61,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__norank,s__norank
OTU610,mlhl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank,s__norank
OTU612,mlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__mle1-7,s__norank
OTU613,xl,k__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__norank
OTU614,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU615,hl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__norank,g__norank,s__norank
OTU616,ct,k__Bacteria,p__unidentified_Bacteria,c__Oligoflexia,o__Oligoflexales,f__norank,g__norank,s__norank
OTU617,xl,k__Bacteria,p__Chloroflexi,c__SHA-26,o__norank,f__norank,g__norank,s__norank
OTU619,yl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_aryabhattai
OTU62,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__unidentified_Rhizobiales,g__Phreatobacter,s__norank
OTU622,ctml,k__Bacteria,p__unidentified_Bacteria,c__Babeliae,o__Babeliales,f__UBA12409,g__norank,s__norank
OTU623,xl,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pirellula,s__norank
OTU625,yl,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank,s__norank
OTU627,mlhl,k__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Conexibacter,s__norank
OTU628,ctylmlxlhl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank,s__norank
OTU629,ct,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__norank,s__norank
OTU63,ctylmlxlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__[Anaerorhabdus]_furcosa_group,s__Anaerorhabdus_furcosa
OTU630,ct,k__Bacteria,p__unidentified_Bacteria,c__Oligoflexia,o__Oligoflexales,f__norank,g__norank,s__norank
OTU631,cthl,k__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__norank
OTU632,ct,k__Bacteria,p__unidentified_Bacteria,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__norank,s__norank
OTU636,hl,k__Bacteria,p__Chloroflexi,c__AD3,o__norank,f__norank,g__norank,s__norank
OTU638,ctylxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SC-I-84,g__norank,s__norank
OTU64,ctylmlxlhl,k__Bacteria,p__Nitrospirota,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__norank,s__norank
OTU640,hl,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Gemmatales,f__Gemmataceae,g__norank,s__norank
OTU641,ct,k__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__norank,s__norank
OTU644,ctylml,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__RBG-13-54-9,f__norank,g__norank,s__norank
OTU645,ylxl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__norank
OTU646,cthl,k__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__norank,g__norank,s__norank
OTU647,ctml,k__Bacteria,p__Desulfobacterota,c__Desulfobaccia,o__Desulfobaccales,f__Desulfobaccaceae,g__Desulfobacca,s__norank
OTU65,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__unidentified_Rhizobiales,g__Phreatobacter,s__norank
